episode,timestep,reward,steps,mean_distance,visibility_pct,mean_fraction,mean_fraction_error,target_speed
33883,551133,-260.0,12,5.047,0.0,0,0,0.188
33884,551146,-265.0,13,5.256,0.0,0,0,0.188
33885,551159,-265.0,13,3.718,0.0,0,0,0.188
33886,551173,-270.0,14,5.499,0.0,0,0,0.188
33887,551186,-265.0,13,5.613,0.0,0,0,0.188
33888,551198,-260.0,12,4.967,0.0,0,0,0.188
33889,551212,-270.0,14,7.679,0.0,0,0,0.188
33890,551225,-265.0,13,3.928,0.0,0,0,0.188
33891,551238,-265.0,13,5.268,0.0,0,0,0.188
33892,551251,-265.0,13,4.804,0.0,0,0,0.188
33893,551264,-265.0,13,7.962,0.0,0,0,0.188
33894,551276,-260.0,12,4.632,0.0,0,0,0.188
33895,551289,-265.0,13,3.208,0.0,0,0,0.188
33896,551302,-265.0,13,4.34,0.0,0,0,0.188
33897,551314,-260.0,12,6.379,0.0,0,0,0.188
33898,551327,-265.0,13,6.114,0.0,0,0,0.188
33899,551340,-265.0,13,3.535,0.0,0,0,0.188
33900,551355,-275.0,15,5.824,0.0,0,0,0.188
33901,551367,-260.0,12,6.919,0.0,0,0,0.188
33902,551381,-270.0,14,3.736,0.0,0,0,0.188
33903,551395,-270.0,14,7.483,0.0,0,0,0.188
33904,551408,-265.0,13,4.384,0.0,0,0,0.188
33905,551421,-265.0,13,4.23,0.0,0,0,0.188
33906,551434,-265.0,13,7.201,0.0,0,0,0.188
33907,551446,-260.0,12,7.043,0.0,0,0,0.188
33908,551459,-265.0,13,3.451,0.0,0,0,0.188
33909,551472,-2193.7,13,3.45,69.2,0.1561,0.0939,0.188
33910,551485,-265.0,13,5.229,0.0,0,0,0.188
33911,551497,-260.0,12,6.921,0.0,0,0,0.188
33912,551509,-260.0,12,3.605,0.0,0,0,0.188
33913,551522,-265.0,13,5.904,0.0,0,0,0.188
33914,551535,-265.0,13,6.568,0.0,0,0,0.188
33915,551548,-265.0,13,5.488,0.0,0,0,0.188
33916,551560,-260.0,12,3.499,0.0,0,0,0.188
33917,551572,-260.0,12,4.448,0.0,0,0,0.188
33918,551585,-265.0,13,5.481,0.0,0,0,0.188
33919,551598,-265.0,13,6.76,0.0,0,0,0.188
33920,551612,-270.0,14,5.272,0.0,0,0,0.188
33921,551625,-265.0,13,7.447,0.0,0,0,0.188
33922,551638,-265.0,13,5.269,0.0,0,0,0.188
33923,551651,-265.0,13,3.26,0.0,0,0,0.188
33924,551663,-260.0,12,5.651,0.0,0,0,0.188
33925,551675,-260.0,12,3.687,0.0,0,0,0.188
33926,551688,-265.0,13,3.128,0.0,0,0,0.188
33927,551701,-265.0,13,4.079,0.0,0,0,0.188
33928,551714,-265.0,13,3.697,0.0,0,0,0.188
33929,551727,-265.0,13,3.929,0.0,0,0,0.188
33930,551740,-265.0,13,3.684,0.0,0,0,0.188
33931,551754,-270.0,14,3.837,0.0,0,0,0.188
33932,551767,-265.0,13,6.922,0.0,0,0,0.188
33933,551781,-270.0,14,5.754,0.0,0,0,0.188
33934,551794,-265.0,13,3.733,0.0,0,0,0.188
33935,551808,-270.0,14,4.046,0.0,0,0,0.188
33936,551821,-265.0,13,6.83,0.0,0,0,0.188
33937,551834,-265.0,13,5.142,0.0,0,0,0.188
33938,551847,-265.0,13,6.302,0.0,0,0,0.188
33939,551860,-265.0,13,3.268,0.0,0,0,0.188
33940,551873,-265.0,13,3.717,0.0,0,0,0.188
33941,551885,-260.0,12,6.86,0.0,0,0,0.188
33942,551898,-265.0,13,3.174,0.0,0,0,0.188
33943,551910,-260.0,12,5.941,0.0,0,0,0.188
33944,551923,-265.0,13,4.407,0.0,0,0,0.188
33945,551935,-260.0,12,7.766,0.0,0,0,0.188
33946,551949,-11215.0,14,4.114,78.6,0.0492,0.2008,0.188
33947,551962,-265.0,13,7.27,0.0,0,0,0.188
33948,551974,-260.0,12,6.057,0.0,0,0,0.188
33949,551988,-270.0,14,3.42,0.0,0,0,0.188
33950,552001,-265.0,13,5.242,0.0,0,0,0.188
33951,552014,-265.0,13,5.571,0.0,0,0,0.188
33952,552026,-260.0,12,3.88,0.0,0,0,0.188
33953,552040,-270.0,14,4.759,0.0,0,0,0.188
33954,552053,-265.0,13,3.306,0.0,0,0,0.188
33955,552066,-265.0,13,6.583,0.0,0,0,0.188
33956,552080,-270.0,14,6.134,0.0,0,0,0.188
33957,552093,-265.0,13,5.811,0.0,0,0,0.188
33958,552106,-265.0,13,4.221,0.0,0,0,0.188
33959,552119,-265.0,13,4.28,0.0,0,0,0.188
33960,552133,-270.0,14,4.213,0.0,0,0,0.188
33961,552146,-265.0,13,5.576,0.0,0,0,0.188
33962,552159,-265.0,13,7.174,0.0,0,0,0.188
33963,552172,-265.0,13,5.629,0.0,0,0,0.188
33964,552186,-270.0,14,7.354,0.0,0,0,0.188
33965,552198,-260.0,12,4.901,0.0,0,0,0.188
33966,552211,-265.0,13,6.406,0.0,0,0,0.188
33967,552224,-265.0,13,3.156,0.0,0,0,0.188
33968,552237,-265.0,13,4.208,0.0,0,0,0.188
33969,552250,-265.0,13,4.491,0.0,0,0,0.188
33970,552263,-265.0,13,5.597,0.0,0,0,0.188
33971,552276,-265.0,13,4.131,0.0,0,0,0.188
33972,552288,-260.0,12,4.006,0.0,0,0,0.188
33973,552300,-260.0,12,5.225,0.0,0,0,0.188
33974,552313,-265.0,13,4.655,0.0,0,0,0.188
33975,552326,-265.0,13,3.434,0.0,0,0,0.188
33976,552339,-265.0,13,5.732,0.0,0,0,0.188
33977,552352,-265.0,13,5.032,0.0,0,0,0.188
33978,552366,-270.0,14,3.756,0.0,0,0,0.188
33979,552378,-260.0,12,4.246,0.0,0,0,0.188
33980,552390,-260.0,12,6.189,0.0,0,0,0.188
33981,552403,-265.0,13,4.711,0.0,0,0,0.188
33982,552416,-265.0,13,4.498,0.0,0,0,0.188
33983,552430,-270.0,14,5.79,0.0,0,0,0.188
33984,552442,-260.0,12,3.295,0.0,0,0,0.188
33985,552455,-265.0,13,4.539,0.0,0,0,0.188
33986,552468,-265.0,13,4.816,0.0,0,0,0.188
33987,552481,-265.0,13,3.652,0.0,0,0,0.188
33988,552494,-265.0,13,5.283,0.0,0,0,0.188
33989,552506,-260.0,12,4.647,0.0,0,0,0.188
33990,552519,-265.0,13,5.472,0.0,0,0,0.188
33991,552532,-265.0,13,7.364,0.0,0,0,0.188
33992,552545,-265.0,13,4.342,0.0,0,0,0.188
33993,552558,-265.0,13,3.399,0.0,0,0,0.188
33994,552573,-2265.0,15,4.686,13.3,0.0127,0.2373,0.188
33995,552587,-270.0,14,4.38,0.0,0,0,0.188
33996,552600,-265.0,13,4.969,0.0,0,0,0.188
33997,552615,-3292.25,15,3.783,46.7,0.1147,0.1353,0.188
33998,552628,-265.0,13,4.766,0.0,0,0,0.188
33999,552642,-1452.92,14,3.234,35.7,0.1494,0.1006,0.188
34000,552655,-265.0,13,3.579,0.0,0,0,0.188
34001,552668,-265.0,13,3.342,0.0,0,0,0.188
34002,552680,-260.0,12,6.517,0.0,0,0,0.188
34003,552693,-265.0,13,3.859,0.0,0,0,0.188
34004,552706,-265.0,13,4.298,0.0,0,0,0.188
34005,552720,-270.0,14,3.668,0.0,0,0,0.188
34006,552733,-265.0,13,5.631,0.0,0,0,0.188
34007,552746,-265.0,13,3.797,0.0,0,0,0.188
34008,552758,-260.0,12,3.929,0.0,0,0,0.188
34009,552770,-260.0,12,6.64,0.0,0,0,0.188
34010,552783,-265.0,13,6.996,0.0,0,0,0.188
34011,552796,-265.0,13,5.85,0.0,0,0,0.188
34012,552810,-270.0,14,5.196,0.0,0,0,0.188
34013,552824,-270.0,14,4.963,0.0,0,0,0.188
34014,552837,-265.0,13,6.396,0.0,0,0,0.188
34015,552851,-270.0,14,5.046,0.0,0,0,0.188
34016,552865,-270.0,14,4.665,0.0,0,0,0.188
34017,552878,-265.0,13,6.023,0.0,0,0,0.188
34018,552892,-270.0,14,6.836,0.0,0,0,0.188
34019,552904,-260.0,12,7.129,0.0,0,0,0.188
34020,552916,-260.0,12,3.82,0.0,0,0,0.188
34021,552929,-265.0,13,3.693,0.0,0,0,0.188
34022,552942,-265.0,13,6.861,0.0,0,0,0.188
34023,552954,-260.0,12,6.79,0.0,0,0,0.188
34024,552967,-265.0,13,6.717,0.0,0,0,0.188
34025,552981,-270.0,14,5.089,0.0,0,0,0.188
34026,552994,-265.0,13,4.06,0.0,0,0,0.188
34027,553007,-265.0,13,5.704,0.0,0,0,0.188
34028,553020,-5177.96,13,3.149,38.5,0.0463,0.2037,0.188
34029,553033,-265.0,13,3.801,0.0,0,0,0.188
34030,553045,-260.0,12,3.715,0.0,0,0,0.188
34031,553059,-270.0,14,3.686,0.0,0,0,0.188
34032,553072,-265.0,13,4.571,0.0,0,0,0.188
34033,553084,-260.0,12,7.113,0.0,0,0,0.188
34034,553098,-270.0,14,6.749,0.0,0,0,0.188
34035,553111,-265.0,13,4.806,0.0,0,0,0.188
34036,553124,-265.0,13,3.431,0.0,0,0,0.188
34037,553138,-270.0,14,3.723,0.0,0,0,0.188
34038,553151,-265.0,13,4.861,0.0,0,0,0.188
34039,553165,-270.0,14,5.22,0.0,0,0,0.188
34040,553177,-260.0,12,6.827,0.0,0,0,0.188
34041,553190,-265.0,13,5.958,0.0,0,0,0.188
34042,553204,-270.0,14,3.148,0.0,0,0,0.188
34043,553217,-265.0,13,6.986,0.0,0,0,0.188
34044,553230,-265.0,13,4.107,0.0,0,0,0.188
34045,553243,-265.0,13,7.404,0.0,0,0,0.188
34046,553256,-265.0,13,3.52,0.0,0,0,0.188
34047,553269,-265.0,13,6.577,0.0,0,0,0.188
34048,553282,-265.0,13,7.626,0.0,0,0,0.188
34049,553295,-265.0,13,5.237,0.0,0,0,0.188
34050,553308,-265.0,13,4.091,0.0,0,0,0.188
34051,553321,-265.0,13,4.909,0.0,0,0,0.188
34052,553334,-265.0,13,3.416,0.0,0,0,0.188
34053,553347,-265.0,13,4.214,0.0,0,0,0.188
34054,553359,-260.0,12,3.959,0.0,0,0,0.188
34055,553373,-270.0,14,3.853,0.0,0,0,0.188
34056,553386,-265.0,13,4.233,0.0,0,0,0.188
34057,553400,-270.0,14,3.734,0.0,0,0,0.188
34058,553413,-265.0,13,7.066,0.0,0,0,0.188
34059,553426,-265.0,13,4.042,0.0,0,0,0.188
34060,553438,-260.0,12,5.341,0.0,0,0,0.188
34061,553451,-265.0,13,6.684,0.0,0,0,0.188
34062,553464,-265.0,13,4.469,0.0,0,0,0.188
34063,553477,-265.0,13,4.329,0.0,0,0,0.188
34064,553490,-265.0,13,5.603,0.0,0,0,0.188
34065,553503,-265.0,13,4.155,0.0,0,0,0.188
34066,553517,-270.0,14,4.665,0.0,0,0,0.188
34067,553530,-265.0,13,4.983,0.0,0,0,0.188
34068,553543,-265.0,13,5.2,0.0,0,0,0.188
34069,553556,-265.0,13,5.853,0.0,0,0,0.188
34070,553569,-265.0,13,4.81,0.0,0,0,0.188
34071,553581,-260.0,12,5.491,0.0,0,0,0.188
34072,553594,-265.0,13,7.087,0.0,0,0,0.188
34073,553607,-265.0,13,4.815,0.0,0,0,0.188
34074,553620,-265.0,13,4.22,0.0,0,0,0.188
34075,553634,-270.0,14,5.338,0.0,0,0,0.188
34076,553647,-265.0,13,7.739,0.0,0,0,0.188
34077,553660,-265.0,13,3.803,0.0,0,0,0.188
34078,553673,-265.0,13,3.115,0.0,0,0,0.188
34079,553685,-260.0,12,3.576,0.0,0,0,0.188
34080,553699,-270.0,14,3.732,0.0,0,0,0.188
34081,553711,-260.0,12,5.785,0.0,0,0,0.188
34082,553724,-265.0,13,6.758,0.0,0,0,0.188
34083,553738,-7694.41,14,4.243,57.1,0.0743,0.1757,0.188
34084,553751,-265.0,13,3.717,0.0,0,0,0.188
34085,553764,-265.0,13,3.433,0.0,0,0,0.188
34086,553777,-265.0,13,4.914,0.0,0,0,0.188
34087,553791,-270.0,14,5.365,0.0,0,0,0.188
34088,553805,-270.0,14,7.456,0.0,0,0,0.188
34089,553818,-265.0,13,3.534,0.0,0,0,0.188
34090,553830,-260.0,12,4.367,0.0,0,0,0.188
34091,553843,-265.0,13,4.821,0.0,0,0,0.188
34092,553856,-265.0,13,4.024,0.0,0,0,0.188
34093,553869,-265.0,13,4.888,0.0,0,0,0.188
34094,553882,-265.0,13,5.284,0.0,0,0,0.188
34095,553895,-265.0,13,4.249,0.0,0,0,0.188
34096,553908,-265.0,13,5.016,0.0,0,0,0.188
34097,553922,-270.0,14,4.473,0.0,0,0,0.188
34098,553935,-265.0,13,4.626,0.0,0,0,0.188
34099,553948,-265.0,13,3.478,0.0,0,0,0.188
34100,553960,-260.0,12,4.927,0.0,0,0,0.188
34101,553972,-260.0,12,4.957,0.0,0,0,0.188
34102,553985,-265.0,13,4.667,0.0,0,0,0.188
34103,553998,-265.0,13,4.908,0.0,0,0,0.188
34104,554012,-270.0,14,4.625,0.0,0,0,0.188
34105,554026,-270.0,14,4.507,0.0,0,0,0.188
34106,554038,-260.0,12,5.69,0.0,0,0,0.188
34107,554051,-265.0,13,3.984,0.0,0,0,0.188
34108,554064,-265.0,13,6.191,0.0,0,0,0.188
34109,554077,-265.0,13,6.033,0.0,0,0,0.188
34110,554089,-260.0,12,7.069,0.0,0,0,0.188
34111,554102,-265.0,13,4.303,0.0,0,0,0.188
34112,554115,-265.0,13,4.485,0.0,0,0,0.188
34113,554127,-260.0,12,4.517,0.0,0,0,0.188
34114,554140,-265.0,13,3.886,0.0,0,0,0.188
34115,554152,-260.0,12,4.165,0.0,0,0,0.188
34116,554166,-2080.43,14,3.208,71.4,0.1692,0.0808,0.188
34117,554179,-265.0,13,6.381,0.0,0,0,0.188
34118,554191,-260.0,12,4.888,0.0,0,0,0.188
34119,554204,-265.0,13,5.049,0.0,0,0,0.188
34120,554216,-260.0,12,5.132,0.0,0,0,0.188
34121,554229,-265.0,13,3.87,0.0,0,0,0.188
34122,554243,-270.0,14,4.451,0.0,0,0,0.188
34123,554256,-265.0,13,4.454,0.0,0,0,0.188
34124,554270,-270.0,14,4.031,0.0,0,0,0.188
34125,554282,-260.0,12,3.77,0.0,0,0,0.188
34126,554295,-265.0,13,5.786,0.0,0,0,0.188
34127,554308,-265.0,13,7.374,0.0,0,0,0.188
34128,554321,-265.0,13,4.218,0.0,0,0,0.188
34129,554334,-265.0,13,5.593,0.0,0,0,0.188
34130,554348,-270.0,14,4.337,0.0,0,0,0.188
34131,554362,-270.0,14,4.825,0.0,0,0,0.188
34132,554376,-270.0,14,6.086,0.0,0,0,0.188
34133,554389,-265.0,13,3.286,0.0,0,0,0.188
34134,554401,-260.0,12,4.645,0.0,0,0,0.188
34135,554415,-270.0,14,6.207,0.0,0,0,0.188
34136,554428,-265.0,13,6.648,0.0,0,0,0.188
34137,554441,-265.0,13,4.545,0.0,0,0,0.188
34138,554454,-265.0,13,4.109,0.0,0,0,0.188
34139,554467,-265.0,13,4.726,0.0,0,0,0.188
34140,554480,-265.0,13,5.282,0.0,0,0,0.188
34141,554493,-265.0,13,5.735,0.0,0,0,0.188
34142,554506,-265.0,13,5.345,0.0,0,0,0.188
34143,554519,-265.0,13,8.006,0.0,0,0,0.188
34144,554531,-260.0,12,5.138,0.0,0,0,0.188
34145,554544,-265.0,13,3.883,0.0,0,0,0.188
34146,554557,-265.0,13,7.795,0.0,0,0,0.188
34147,554570,-265.0,13,5.478,0.0,0,0,0.188
34148,554582,-2250.0,12,3.79,16.7,0.0098,0.2402,0.188
34149,554595,-265.0,13,7.651,0.0,0,0,0.188
34150,554608,-265.0,13,6.286,0.0,0,0,0.188
34151,554621,-265.0,13,5.189,0.0,0,0,0.188
34152,554633,-260.0,12,4.3,0.0,0,0,0.188
34153,554645,-260.0,12,7.55,0.0,0,0,0.188
34154,554658,-265.0,13,5.243,0.0,0,0,0.188
34155,554671,-265.0,13,4.176,0.0,0,0,0.188
34156,554684,-265.0,13,6.633,0.0,0,0,0.188
34157,554697,-265.0,13,3.628,0.0,0,0,0.188
34158,554710,-265.0,13,5.035,0.0,0,0,0.188
34159,554723,-265.0,13,3.246,0.0,0,0,0.188
34160,554736,-265.0,13,4.529,0.0,0,0,0.188
34161,554749,-265.0,13,4.039,0.0,0,0,0.188
34162,554762,-4870.41,13,4.105,69.2,0.1054,0.1446,0.188
34163,554774,-260.0,12,3.368,0.0,0,0,0.188
34164,554787,-265.0,13,4.913,0.0,0,0,0.188
34165,554800,-265.0,13,5.34,0.0,0,0,0.188
34166,554813,-265.0,13,3.968,0.0,0,0,0.188
34167,554826,-265.0,13,4.525,0.0,0,0,0.188
34168,554839,-265.0,13,4.412,0.0,0,0,0.188
34169,554851,-260.0,12,4.767,0.0,0,0,0.188
34170,554864,-265.0,13,6.533,0.0,0,0,0.188
34171,554877,-265.0,13,5.629,0.0,0,0,0.188
34172,554890,-265.0,13,5.137,0.0,0,0,0.188
34173,554903,-265.0,13,6.221,0.0,0,0,0.188
34174,554917,-270.0,14,4.007,0.0,0,0,0.188
34175,554930,-10215.0,13,5.294,76.9,0.0272,0.2228,0.188
34176,554943,-265.0,13,5.205,0.0,0,0,0.188
34177,554957,-270.0,14,6.633,0.0,0,0,0.188
34178,554970,-265.0,13,6.539,0.0,0,0,0.188
34179,554983,-265.0,13,4.953,0.0,0,0,0.188
34180,554996,-265.0,13,3.714,0.0,0,0,0.188
34181,555010,-270.0,14,6.333,0.0,0,0,0.189
34182,555023,-265.0,13,3.468,0.0,0,0,0.189
34183,555037,-270.0,14,4.983,0.0,0,0,0.189
34184,555050,-8225.0,13,3.995,61.5,0.0372,0.2128,0.189
34185,555063,-265.0,13,6.595,0.0,0,0,0.189
34186,555076,-265.0,13,3.983,0.0,0,0,0.189
34187,555088,-260.0,12,3.589,0.0,0,0,0.189
34188,555100,-260.0,12,6.618,0.0,0,0,0.189
34189,555112,-260.0,12,5.799,0.0,0,0,0.189
34190,555126,-270.0,14,3.745,0.0,0,0,0.189
34191,555140,-270.0,14,3.39,0.0,0,0,0.189
34192,555154,-270.0,14,5.221,0.0,0,0,0.189
34193,555168,-270.0,14,6.143,0.0,0,0,0.189
34194,555181,-265.0,13,5.227,0.0,0,0,0.189
34195,555194,-265.0,13,7.312,0.0,0,0,0.189
34196,555207,-265.0,13,6.027,0.0,0,0,0.189
34197,555219,-260.0,12,3.22,0.0,0,0,0.189
34198,555232,-265.0,13,5.815,0.0,0,0,0.189
34199,555246,-270.0,14,6.625,0.0,0,0,0.189
34200,555259,-265.0,13,3.652,0.0,0,0,0.189
34201,555271,-260.0,12,4.805,0.0,0,0,0.189
34202,555284,-3250.0,13,3.58,23.1,0.0378,0.2122,0.189
34203,555296,-260.0,12,4.832,0.0,0,0,0.189
34204,555309,-265.0,13,5.801,0.0,0,0,0.189
34205,555323,-270.0,14,6.662,0.0,0,0,0.189
34206,555336,-265.0,13,4.306,0.0,0,0,0.189
34207,555349,-265.0,13,4.322,0.0,0,0,0.189
34208,555362,-6235.0,13,3.746,46.2,0.0363,0.2137,0.189
34209,555374,-260.0,12,3.44,0.0,0,0,0.189
34210,555387,-265.0,13,5.31,0.0,0,0,0.189
34211,555400,-265.0,13,7.549,0.0,0,0,0.189
34212,555414,-270.0,14,3.733,0.0,0,0,0.189
34213,555428,-270.0,14,4.123,0.0,0,0,0.189
34214,555441,-265.0,13,4.899,0.0,0,0,0.189
34215,555455,-270.0,14,7.884,0.0,0,0,0.189
34216,555468,-265.0,13,4.91,0.0,0,0,0.189
34217,555480,-260.0,12,3.674,0.0,0,0,0.189
34218,555494,-270.0,14,6.496,0.0,0,0,0.189
34219,555507,-265.0,13,3.8,0.0,0,0,0.189
34220,555520,-265.0,13,5.584,0.0,0,0,0.189
34221,555532,-260.0,12,6.393,0.0,0,0,0.189
34222,555545,-265.0,13,3.905,0.0,0,0,0.189
34223,555558,-265.0,13,3.056,0.0,0,0,0.189
34224,555571,-265.0,13,4.437,0.0,0,0,0.189
34225,555584,-265.0,13,6.583,0.0,0,0,0.189
34226,555596,-260.0,12,3.75,0.0,0,0,0.189
34227,555610,-270.0,14,4.102,0.0,0,0,0.189
34228,555623,-265.0,13,3.911,0.0,0,0,0.189
34229,555636,-265.0,13,3.508,0.0,0,0,0.189
34230,555649,-265.0,13,3.671,0.0,0,0,0.189
34231,555662,-265.0,13,3.487,0.0,0,0,0.189
34232,555675,-265.0,13,5.175,0.0,0,0,0.189
34233,555688,-265.0,13,3.925,0.0,0,0,0.189
34234,555701,-265.0,13,5.778,0.0,0,0,0.189
34235,555714,-265.0,13,3.843,0.0,0,0,0.189
34236,555728,-3740.78,14,3.773,64.3,0.1239,0.1261,0.189
34237,555742,-270.0,14,4.527,0.0,0,0,0.189
34238,555756,-270.0,14,3.767,0.0,0,0,0.189
34239,555769,-265.0,13,4.615,0.0,0,0,0.189
34240,555782,-265.0,13,4.272,0.0,0,0,0.189
34241,555795,-265.0,13,5.791,0.0,0,0,0.189
34242,555808,-265.0,13,5.056,0.0,0,0,0.189
34243,555821,-265.0,13,6.121,0.0,0,0,0.189
34244,555834,-265.0,13,3.922,0.0,0,0,0.189
34245,555846,-260.0,12,5.127,0.0,0,0,0.189
34246,555858,-260.0,12,4.918,0.0,0,0,0.189
34247,555872,-270.0,14,4.179,0.0,0,0,0.189
34248,555885,-265.0,13,5.273,0.0,0,0,0.189
34249,555899,-3584.8,14,3.322,64.3,0.1332,0.1168,0.189
34250,555912,-265.0,13,3.774,0.0,0,0,0.189
34251,555925,-265.0,13,6.57,0.0,0,0,0.189
34252,555940,-275.0,15,4.231,0.0,0,0,0.189
34253,555954,-270.0,14,5.769,0.0,0,0,0.189
34254,555967,-265.0,13,3.316,0.0,0,0,0.189
34255,555979,-260.0,12,6.661,0.0,0,0,0.189
34256,555992,-265.0,13,5.204,0.0,0,0,0.189
34257,556005,-265.0,13,4.819,0.0,0,0,0.189
34258,556017,-260.0,12,7.41,0.0,0,0,0.189
34259,556030,-265.0,13,4.296,0.0,0,0,0.189
34260,556042,-260.0,12,3.9,0.0,0,0,0.189
34261,556054,-260.0,12,5.676,0.0,0,0,0.189
34262,556068,-8230.0,14,5.382,57.1,0.024,0.226,0.189
34263,556081,-265.0,13,7.748,0.0,0,0,0.189
34264,556093,-260.0,12,4.447,0.0,0,0,0.189
34265,556107,-270.0,14,4.013,0.0,0,0,0.189
34266,556120,-265.0,13,3.841,0.0,0,0,0.189
34267,556133,-265.0,13,3.192,0.0,0,0,0.189
34268,556145,-260.0,12,5.732,0.0,0,0,0.189
34269,556158,-265.0,13,3.44,0.0,0,0,0.189
34270,556171,-265.0,13,4.029,0.0,0,0,0.189
34271,556185,-270.0,14,5.112,0.0,0,0,0.189
34272,556198,-265.0,13,4.457,0.0,0,0,0.189
34273,556211,-265.0,13,3.1,0.0,0,0,0.189
34274,556224,-265.0,13,4.917,0.0,0,0,0.189
34275,556238,-270.0,14,6.464,0.0,0,0,0.189
34276,556252,-270.0,14,3.677,0.0,0,0,0.189
34277,556265,-265.0,13,4.781,0.0,0,0,0.189
34278,556278,-265.0,13,3.524,0.0,0,0,0.189
34279,556291,-265.0,13,7.342,0.0,0,0,0.189
34280,556304,-265.0,13,3.767,0.0,0,0,0.189
34281,556317,-265.0,13,5.856,0.0,0,0,0.189
34282,556330,-265.0,13,4.042,0.0,0,0,0.189
34283,556343,-265.0,13,5.517,0.0,0,0,0.189
34284,556356,-265.0,13,3.789,0.0,0,0,0.189
34285,556368,-260.0,12,6.164,0.0,0,0,0.189
34286,556381,-265.0,13,5.865,0.0,0,0,0.189
34287,556394,-265.0,13,5.583,0.0,0,0,0.189
34288,556407,-265.0,13,5.618,0.0,0,0,0.189
34289,556421,-270.0,14,5.558,0.0,0,0,0.189
34290,556434,-265.0,13,5.429,0.0,0,0,0.189
34291,556448,-270.0,14,4.707,0.0,0,0,0.189
34292,556462,-270.0,14,3.541,0.0,0,0,0.189
34293,556475,-265.0,13,3.788,0.0,0,0,0.189
34294,556488,-265.0,13,3.873,0.0,0,0,0.189
34295,556501,-265.0,13,5.965,0.0,0,0,0.189
34296,556514,-265.0,13,3.367,0.0,0,0,0.189
34297,556527,-265.0,13,3.393,0.0,0,0,0.189
34298,556540,-265.0,13,5.392,0.0,0,0,0.189
34299,556552,-260.0,12,5.82,0.0,0,0,0.189
34300,556565,-265.0,13,3.89,0.0,0,0,0.189
34301,556578,-265.0,13,4.166,0.0,0,0,0.189
34302,556590,-260.0,12,6.997,0.0,0,0,0.189
34303,556603,-265.0,13,3.226,0.0,0,0,0.189
34304,556616,-265.0,13,4.373,0.0,0,0,0.189
34305,556629,-265.0,13,5.425,0.0,0,0,0.189
34306,556643,-270.0,14,6.182,0.0,0,0,0.189
34307,556657,-270.0,14,4.382,0.0,0,0,0.189
34308,556671,-270.0,14,4.626,0.0,0,0,0.189
34309,556684,-265.0,13,4.306,0.0,0,0,0.189
34310,556697,-265.0,13,3.218,0.0,0,0,0.189
34311,556710,-265.0,13,3.796,0.0,0,0,0.189
34312,556723,-265.0,13,5.661,0.0,0,0,0.189
34313,556737,-270.0,14,6.947,0.0,0,0,0.189
34314,556749,-260.0,12,3.4,0.0,0,0,0.189
34315,556762,-265.0,13,5.849,0.0,0,0,0.189
34316,556775,-265.0,13,6.749,0.0,0,0,0.189
34317,556788,-265.0,13,3.87,0.0,0,0,0.189
34318,556802,-270.0,14,7.028,0.0,0,0,0.189
34319,556817,-275.0,15,5.993,0.0,0,0,0.189
34320,556829,-260.0,12,4.099,0.0,0,0,0.189
34321,556843,-270.0,14,5.747,0.0,0,0,0.189
34322,556856,-265.0,13,6.828,0.0,0,0,0.189
34323,556869,-265.0,13,4.224,0.0,0,0,0.189
34324,556882,-265.0,13,4.629,0.0,0,0,0.189
34325,556896,-270.0,14,5.575,0.0,0,0,0.189
34326,556909,-265.0,13,3.661,0.0,0,0,0.189
34327,556922,-265.0,13,3.632,0.0,0,0,0.189
34328,556936,-270.0,14,7.028,0.0,0,0,0.189
34329,556949,-265.0,13,3.488,0.0,0,0,0.189
34330,556963,-270.0,14,4.098,0.0,0,0,0.189
34331,556976,-265.0,13,4.661,0.0,0,0,0.189
34332,556989,-265.0,13,3.851,0.0,0,0,0.189
34333,557002,-265.0,13,4.322,0.0,0,0,0.189
34334,557015,-265.0,13,3.793,0.0,0,0,0.189
34335,557028,-265.0,13,4.091,0.0,0,0,0.189
34336,557041,-265.0,13,3.1,0.0,0,0,0.189
34337,557056,-275.0,15,3.727,0.0,0,0,0.189
34338,557070,-270.0,14,3.871,0.0,0,0,0.189
34339,557083,-265.0,13,4.348,0.0,0,0,0.189
34340,557097,-270.0,14,4.632,0.0,0,0,0.189
34341,557111,-270.0,14,5.429,0.0,0,0,0.189
34342,557124,-265.0,13,6.22,0.0,0,0,0.189
34343,557137,-265.0,13,3.196,0.0,0,0,0.189
34344,557149,-260.0,12,4.987,0.0,0,0,0.189
34345,557162,-265.0,13,6.006,0.0,0,0,0.189
34346,557175,-265.0,13,6.529,0.0,0,0,0.189
34347,557188,-265.0,13,4.119,0.0,0,0,0.189
34348,557201,-265.0,13,4.242,0.0,0,0,0.189
34349,557214,-265.0,13,3.654,0.0,0,0,0.189
34350,557227,-265.0,13,5.414,0.0,0,0,0.189
34351,557239,-260.0,12,4.715,0.0,0,0,0.189
34352,557252,-265.0,13,5.143,0.0,0,0,0.189
34353,557264,-260.0,12,4.782,0.0,0,0,0.189
34354,557276,-260.0,12,4.184,0.0,0,0,0.189
34355,557290,-270.0,14,6.2,0.0,0,0,0.189
34356,557302,-260.0,12,6.321,0.0,0,0,0.189
34357,557315,-265.0,13,4.573,0.0,0,0,0.189
34358,557330,-275.0,15,3.516,0.0,0,0,0.189
34359,557342,-260.0,12,3.748,0.0,0,0,0.189
